time,flow
01:00,14
01:15,14
01:30,6
01:45,6
02:00,17
02:15,15
02:30,11
02:45,5
03:00,7
03:15,7
03:30,10
03:45,12
04:00,8
04:15,9
04:30,15
04:45,16
05:00,18
05:15,43
05:30,66
05:45,71
06:00,89
06:15,151
06:30,242
06:45,257
07:00,281
07:15,329
07:30,350
07:45,384
08:00,363
08:15,360
08:30,425
08:45,416
09:00,338
09:15,339
09:30,330
09:45,334
10:00,327
10:15,290
10:30,312
10:45,275
11:00,313
11:15,286
11:30,297
11:45,299
12:00,330
12:15,295
12:30,297
12:45,234
13:00,309
13:15,282
13:30,271
13:45,240
14:00,260
14:15,261
14:30,303
14:45,279
15:00,357
15:15,295
15:30,312
15:45,351
16:00,389
16:15,375
16:30,316
16:45,341
17:00,316
17:15,387
17:30,323
17:45,360
18:00,325
18:15,294
18:30,269
18:45,265
19:00,238
19:15,221
19:30,207
19:45,160
20:00,164
20:15,160
20:30,130
20:45,154
21:00,150
21:15,141
21:30,157
21:45,140
22:00,149
22:15,126
22:30,92
22:45,87
23:00,55
23:15,62
23:30,59
23:45,46
00:00,28
00:15,26
00:30,19
00:45,15
01:00,11
01:15,13
01:30,14
01:45,13
02:00,8
02:15,6
02:30,12
02:45,10
03:00,7
03:15,4
03:30,6
03:45,10
04:00,9
04:15,12
04:30,9
04:45,21
05:00,23
05:15,40
05:30,73
05:45,69
06:00,102
06:15,163
06:30,233
06:45,268
07:00,275
07:15,305
07:30,370
07:45,352
08:00,400
08:15,371
08:30,418
08:45,336
09:00,415
09:15,374
09:30,393
09:45,363
10:00,313
10:15,324
10:30,323
10:45,319
11:00,288
11:15,336
11:30,264
11:45,293
12:00,291
12:15,316
12:30,308
12:45,287
13:00,261
13:15,238
13:30,305
13:45,258
14:00,301
14:15,315
14:30,285
14:45,288
15:00,337
15:15,253
15:30,310
15:45,334
16:00,381
16:15,380
16:30,336
16:45,315
17:00,323
17:15,352
17:30,389
17:45,376
18:00,335
18:15,287
18:30,285
18:45,268
19:00,287
19:15,244
19:30,241
19:45,169
20:00,191
20:15,165
20:30,166
20:45,175
21:00,140
21:15,143
21:30,156
21:45,117
22:00,134
22:15,115
22:30,109
22:45,85
23:00,82
23:15,49
23:30,57
23:45,37
00:00,34
00:15,37
00:30,24
00:45,33
01:00,14
01:15,13
01:30,22
01:45,14
02:00,12
02:15,24
02:30,9
02:45,9
03:00,10
03:15,9
03:30,12
03:45,10
04:00,14
04:15,12
04:30,11
04:45,18
05:00,17
05:15,38
05:30,49
05:45,65
06:00,118
06:15,143
06:30,237
06:45,229
07:00,262
07:15,331
07:30,352
07:45,377
08:00,379
08:15,385
08:30,391
08:45,354
09:00,335
09:15,328
09:30,330
09:45,324
10:00,297
10:15,326
10:30,268
10:45,316
11:00,316
11:15,273
11:30,313
11:45,299
12:00,366
12:15,297
12:30,351
12:45,307
13:00,276
13:15,309
13:30,294
13:45,305
14:00,343
14:15,266
14:30,318
14:45,348
15:00,288
15:15,346
15:30,364
15:45,309
16:00,371
16:15,417
16:30,314
16:45,315
17:00,316
17:15,309
17:30,414
17:45,347
18:00,381
18:15,355
18:30,295
18:45,299
19:00,288
19:15,297
19:30,256
19:45,229
20:00,184
20:15,157
20:30,152
20:45,145
21:00,131
21:15,153
21:30,119
21:45,128
22:00,137
22:15,117
22:30,111
22:45,123
23:00,100
23:15,92
23:30,95
23:45,80
00:00,61
00:15,58
00:30,54
00:45,62
01:00,34
01:15,32
01:30,32
01:45,28
02:00,20
02:15,26
02:30,23
02:45,18
03:00,14
03:15,14
03:30,12
03:45,17
04:00,12
04:15,19
04:30,21
04:45,20
05:00,24
05:15,35
05:30,33
05:45,39
06:00,51
06:15,56
06:30,96
06:45,93
07:00,95
07:15,106
07:30,139
07:45,151
08:00,178
08:15,213
08:30,236
08:45,255
09:00,248
09:15,258
09:30,332
09:45,304
10:00,312
10:15,315
10:30,355
10:45,340
11:00,396
11:15,365
11:30,366
11:45,341
12:00,361
12:15,414
12:30,361
12:45,397
13:00,360
13:15,383
13:30,356
13:45,368
14:00,345
14:15,329
14:30,370
14:45,301
15:00,334
15:15,308
15:30,327
15:45,255
16:00,319
16:15,300
16:30,271
16:45,230
17:00,263
17:15,287
17:30,253
17:45,298
18:00,293
18:15,256
18:30,256
18:45,256
19:00,225
19:15,212
19:30,199
19:45,181
20:00,154
20:15,143
20:30,109
20:45,127
21:00,130
21:15,110
21:30,107
21:45,127
22:00,141
22:15,107
22:30,135
22:45,130
23:00,106
23:15,101
23:30,104
23:45,102
00:00,97
00:15,86
00:30,72
00:45,74
01:00,59
01:15,44
01:30,32
01:45,32
02:00,29
02:15,31
02:30,22
02:45,27
03:00,25
03:15,14
03:30,18
03:45,17
04:00,15
04:15,22
04:30,24
04:45,11
05:00,19
05:15,23
05:30,22
05:45,32
06:00,44
06:15,56
06:30,59
06:45,69
07:00,47
07:15,70
07:30,91
07:45,73
08:00,90
08:15,109
08:30,118
08:45,126
09:00,162
09:15,211
09:30,272
09:45,290
10:00,255
10:15,224
10:30,282
10:45,268
11:00,283
11:15,292
11:30,298
11:45,318
12:00,297
12:15,325
12:30,342
12:45,360
13:00,302
13:15,303
13:30,320
13:45,318
14:00,335
14:15,309
14:30,289
14:45,311
15:00,288
15:15,320
15:30,273
15:45,315
16:00,278
16:15,252
16:30,288
16:45,260
17:00,268
17:15,242
17:30,247
17:45,200
18:00,195
18:15,243
18:30,177
18:45,174
19:00,146
19:15,155
19:30,136
19:45,27
20:00,132
20:15,110
20:30,123
20:45,121
21:00,113
21:15,124
21:30,112
21:45,94
22:00,111
22:15,93
22:30,78
22:45,47
23:00,37
23:15,49
23:30,37
23:45,41
00:00,18
00:15,18
00:30,27
00:45,12
01:00,14
01:15,14
01:30,8
01:45,8
02:00,17
02:15,8
02:30,9
02:45,6
03:00,5
03:15,1
03:30,8
03:45,14
04:00,14
04:15,7
04:30,17
04:45,15
05:00,15
05:15,35
05:30,59
05:45,76
06:00,80
06:15,142
06:30,225
06:45,239
07:00,261
07:15,315
07:30,361
07:45,394
08:00,370
08:15,450
08:30,365
08:45,405
09:00,327
09:15,305
09:30,342
09:45,284
10:00,284
10:15,239
10:30,286
10:45,216
11:00,267
11:15,286
11:30,265
11:45,254
12:00,267
12:15,300
12:30,258
12:45,263
13:00,263
13:15,284
13:30,249
13:45,297
14:00,309
14:15,268
14:30,228
14:45,319
15:00,301
15:15,286
15:30,334
15:45,325
16:00,314
16:15,385
16:30,305
16:45,287
17:00,369
17:15,336
17:30,378
17:45,332
18:00,291
18:15,278
18:30,237
18:45,245
19:00,206
19:15,181
19:30,137
19:45,144
20:00,144
20:15,142
20:30,110
20:45,131
21:00,130
21:15,123
21:30,98
21:45,116
22:00,122
22:15,107
22:30,98
22:45,91
23:00,55
23:15,48
23:30,28
23:45,31
00:00,20
00:15,20
00:30,21
00:45,16
01:00,3
01:15,9
01:30,9
01:45,11
02:00,6
02:15,7
02:30,9
02:45,5
03:00,4
03:15,6
03:30,8
03:45,7
04:00,13
04:15,10
04:30,15
04:45,14
05:00,25
05:15,36
05:30,74
05:45,74
06:00,112
06:15,172
06:30,257
06:45,241
07:00,272
07:15,349
07:30,354
07:45,381
08:00,381
08:15,414
08:30,419
08:45,374
09:00,362
09:15,313
09:30,330
09:45,324
10:00,297
10:15,278
10:30,299
10:45,269
11:00,279
11:15,260
11:30,297
11:45,307
12:00,298
12:15,294
12:30,295
12:45,251
13:00,280
13:15,280
13:30,275
13:45,274
14:00,292
14:15,310
14:30,284
14:45,288
15:00,284
15:15,301
15:30,344
15:45,352
16:00,360
16:15,349
16:30,331
16:45,306
17:00,325
17:15,282
17:30,368
17:45,353
18:00,278
18:15,328
18:30,267
18:45,224
19:00,238
19:15,221
19:30,180
19:45,174
20:00,161
20:15,156
20:30,145
20:45,127
21:00,135
21:15,138
21:30,106
21:45,133
22:00,120
22:15,104
22:30,103
22:45,82
23:00,83
23:15,62
23:30,53
23:45,49
00:00,39
00:15,28
00:30,20
00:45,17
01:00,16
01:15,15
01:30,17
01:45,10
02:00,7
02:15,11
02:30,10
02:45,11
03:00,7
03:15,2
03:30,9
03:45,14
04:00,6
04:15,8
04:30,16
04:45,23
05:00,18
05:15,39
05:30,55
05:45,83
06:00,93
06:15,163
06:30,247
06:45,265
07:00,292
07:15,329
07:30,371
07:45,367
08:00,385
08:15,413
08:30,360
08:45,425
09:00,345
09:15,358
09:30,343
09:45,308
10:00,301
10:15,291
10:30,277
10:45,298
11:00,283
11:15,303
11:30,282
11:45,310
12:00,299
12:15,271
12:30,276
12:45,219
13:00,300
13:15,270
13:30,305
13:45,316
14:00,265
14:15,297
14:30,302
14:45,296
15:00,284
15:15,301
15:30,320
15:45,303
16:00,345
16:15,381
16:30,301
16:45,296
17:00,353
17:15,319
17:30,386
17:45,311
18:00,296
18:15,308
18:30,262
18:45,256
19:00,213
19:15,233
19:30,184
19:45,179
20:00,176
20:15,146
20:30,128
20:45,126
21:00,155
21:15,165
21:30,121
21:45,163
22:00,151
22:15,120
22:30,101
22:45,96
23:00,73
23:15,48
23:30,44
23:45,44
00:00,29
00:15,31
00:30,24
00:45,20
01:00,13
01:15,12
01:30,6
01:45,12
02:00,14
02:15,8
02:30,5
02:45,11
03:00,3
03:15,6
03:30,7
03:45,12
04:00,14
04:15,8
04:30,16
04:45,16
05:00,19
05:15,35
05:30,73
05:45,79
06:00,102
06:15,162
06:30,242
06:45,272
07:00,252
07:15,310
07:30,329
07:45,270
08:00,261
08:15,276
08:30,284
08:45,314
09:00,317
09:15,389
09:30,399
09:45,331
10:00,297
10:15,277
10:30,337
10:45,319
11:00,337
11:15,290
11:30,277
11:45,289
12:00,294
12:15,353
12:30,283
12:45,295
13:00,323
13:15,278
13:30,305
13:45,302
14:00,304
14:15,291
14:30,283
14:45,303
15:00,316
15:15,332
15:30,334
15:45,352
16:00,341
16:15,378
16:30,321
16:45,349
17:00,313
17:15,412
17:30,385
17:45,338
18:00,350
18:15,291
18:30,304
18:45,279
19:00,255
19:15,253
19:30,221
19:45,197
20:00,182
20:15,160
20:30,147
20:45,134
21:00,158
21:15,134
21:30,164
21:45,112
22:00,118
22:15,117
22:30,96
22:45,81
23:00,76
23:15,58
23:30,48
23:45,59
00:00,50
00:15,39
00:30,16
00:45,19
01:00,23
01:15,13
01:30,20
01:45,16
02:00,13
02:15,12
02:30,9
02:45,5
03:00,14
03:15,10
03:30,17
03:45,17
04:00,14
04:15,14
04:30,17
04:45,19
05:00,18
05:15,48
05:30,73
05:45,94
06:00,87
06:15,157
06:30,248
06:45,239
07:00,238
07:15,317
07:30,378
07:45,332
08:00,373
08:15,442
08:30,388
08:45,370
09:00,292
09:15,346
09:30,322
09:45,346
10:00,294
10:15,287
10:30,308
10:45,315
11:00,288
11:15,305
11:30,348
11:45,356
12:00,316
12:15,350
12:30,319
12:45,308
13:00,307
13:15,306
13:30,336
13:45,299
14:00,364
14:15,334
14:30,324
14:45,322
15:00,363
15:15,313
15:30,342
15:45,351
16:00,368
16:15,361
16:30,403
16:45,309
17:00,405
17:15,357
17:30,363
17:45,338
18:00,323
18:15,357
18:30,306
18:45,254
19:00,219
19:15,261
19:30,236
19:45,239
20:00,178
20:15,177
20:30,161
20:45,128
21:00,153
21:15,153
21:30,123
21:45,130
22:00,126
22:15,133
22:30,125
22:45,95
23:00,101
23:15,98
23:30,100
23:45,74
00:00,64
00:15,59
00:30,43
00:45,43
01:00,32
01:15,33
01:30,29
01:45,31
02:00,27
02:15,15
02:30,24
02:45,16
03:00,19
03:15,9
03:30,15
03:45,16
04:00,20
04:15,13
04:30,20
04:45,16
05:00,23
05:15,30
05:30,39
05:45,39
06:00,48
06:15,66
06:30,100
06:45,89
07:00,98
07:15,114
07:30,128
07:45,169
08:00,201
08:15,215
08:30,254
08:45,263
09:00,270
09:15,295
09:30,326
09:45,327
10:00,292
10:15,325
10:30,365
10:45,359
11:00,332
11:15,388
11:30,358
11:45,343
12:00,350
12:15,397
12:30,331
12:45,386
13:00,373
13:15,357
13:30,343
13:45,373
14:00,387
14:15,337
14:30,370
14:45,309
15:00,325
15:15,305
15:30,280
15:45,276
16:00,274
16:15,266
16:30,273
16:45,247
17:00,236
17:15,278
17:30,271
17:45,281
18:00,255
18:15,254
18:30,243
18:45,218
19:00,208
19:15,205
19:30,211
19:45,182
20:00,162
20:15,142
20:30,133
20:45,152
21:00,138
21:15,120
21:30,120
21:45,117
22:00,122
22:15,89
22:30,119
22:45,130
23:00,140
23:15,122
23:30,134
23:45,109
00:00,107
00:15,100
00:30,71
00:45,70
01:00,60
01:15,61
01:30,34
01:45,29
02:00,42
02:15,35
02:30,29
02:45,25
03:00,23
03:15,17
03:30,26
03:45,16
04:00,17
04:15,11
04:30,8
04:45,15
05:00,9
05:15,18
05:30,17
05:45,24
06:00,35
06:15,34
06:30,71
06:45,66
07:00,53
07:15,68
07:30,76
07:45,66
08:00,77
08:15,102
08:30,136
08:45,149
09:00,143
09:15,158
09:30,244
09:45,279
10:00,258
10:15,241
10:30,266
10:45,271
11:00,310
11:15,307
11:30,291
11:45,310
12:00,279
12:15,302
12:30,340
12:45,309
13:00,346
13:15,341
13:30,332
13:45,392
14:00,279
14:15,338
14:30,316
14:45,306
15:00,294
15:15,327
15:30,293
15:45,286
16:00,270
16:15,254
16:30,260
16:45,289
17:00,292
17:15,287
17:30,227
17:45,236
18:00,221
18:15,202
18:30,210
18:45,196
19:00,160
19:15,172
19:30,148
19:45,151
20:00,145
20:15,138
20:30,106
20:45,125
21:00,125
21:15,112
21:30,102
21:45,105
22:00,108
22:15,99
22:30,76
22:45,65
23:00,56
23:15,49
23:30,47
23:45,28
00:00,33
00:15,28
00:30,17
00:45,12
01:00,15
01:15,9
01:30,9
01:45,11
02:00,13
02:15,5
02:30,8
02:45,6
03:00,10
03:15,9
03:30,4
03:45,11
04:00,17
04:15,13
04:30,16
04:45,11
05:00,20
05:15,51
05:30,51
05:45,64
06:00,93
06:15,129
06:30,228
06:45,226
07:00,275
07:15,314
07:30,304
07:45,422
08:00,386
08:15,426
08:30,369
08:45,347
09:00,304
09:15,302
09:30,310
09:45,268
10:00,268
10:15,247
10:30,273
10:45,276
11:00,271
11:15,257
11:30,266
11:45,283
12:00,282
12:15,270
12:30,296
12:45,249
13:00,250
13:15,279
13:30,269
13:45,278
14:00,262
14:15,266
14:30,247
14:45,290
15:00,259
15:15,254
15:30,305
15:45,301
16:00,306
16:15,354
16:30,284
16:45,319
17:00,302
17:15,369
17:30,354
17:45,303
18:00,292
18:15,272
18:30,237
18:45,226
19:00,193
19:15,207
19:30,163
19:45,133
20:00,161
20:15,126
20:30,116
20:45,109
21:00,128
21:15,124
21:30,111
21:45,134
22:00,96
22:15,91
22:30,79
22:45,74
23:00,64
23:15,37
23:30,35
23:45,37
00:00,25
00:15,27
00:30,25
00:45,11
01:00,11
01:15,12
01:30,11
01:45,11
02:00,13
02:15,8
02:30,10
02:45,5
03:00,5
03:15,4
03:30,7
03:45,7
04:00,19
04:15,12
04:30,20
04:45,15
05:00,24
05:15,39
05:30,63
05:45,68
06:00,98
06:15,158
06:30,251
06:45,223
07:00,287
07:15,354
07:30,362
07:45,360
08:00,406
08:15,405
08:30,362
08:45,289
09:00,344
09:15,386
09:30,331
09:45,318
10:00,285
10:15,319
10:30,287
10:45,274
11:00,254
11:15,287
11:30,279
11:45,235
12:00,240
12:15,323
12:30,281
12:45,270
13:00,239
13:15,274
13:30,278
13:45,289
14:00,283
14:15,258
14:30,282
14:45,257
15:00,275
15:15,284
15:30,286
15:45,254
16:00,313
16:15,307
16:30,301
16:45,307
17:00,312
17:15,348
17:30,350
17:45,319
18:00,318
18:15,286
18:30,231
18:45,241
19:00,206
19:15,226
19:30,184
19:45,159
20:00,135
20:15,151
20:30,151
20:45,145
21:00,126
21:15,141
21:30,135
21:45,126
22:00,122
22:15,125
22:30,106
22:45,101
23:00,65
23:15,52
23:30,47
23:45,36
00:00,32
00:15,33
00:30,25
00:45,18
01:00,11
01:15,9
01:30,16
01:45,11
02:00,9
02:15,11
02:30,11
02:45,4
03:00,11
03:15,7
03:30,6
03:45,8
04:00,10
04:15,14
04:30,15
04:45,13
05:00,29
05:15,49
